id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
378,34,management,married,tertiary,cellular,349,yes,yes,3,low,133,0,0
379,45,technician,married,secondary,cellular,3395,yes,no,1,low,92,0,0
380,55,management,married,tertiary,cellular,1402,yes,no,1,low,125,0,0
381,53,entrepreneur,married,primary,telephone,27,yes,no,0,unknown,230,273.45,0
382,41,technician,single,secondary,cellular,32,yes,no,0,unknown,162,0,0
383,30,management,single,tertiary,cellular,638,yes,no,6,unknown,483,0,0
384,35,management,divorced,tertiary,cellular,771,yes,yes,0,unknown,221,0,0
385,62,retired,married,secondary,cellular,569,no,no,8,high,288,59.25,0
386,30,blue-collar,single,secondary,telephone,161,no,yes,0,unknown,298,182.41,0
387,51,management,married,tertiary,cellular,9864,no,no,0,unknown,69,0,0
388,30,entrepreneur,married,primary,cellular,501,yes,yes,0,unknown,323,0,0
389,30,services,married,secondary,cellular,52,yes,yes,0,unknown,295,0,0
390,57,unemployed,married,primary,NA,0,no,no,0,unknown,540,0,0
391,44,management,married,NA,NA,187,yes,no,0,unknown,185,0,0
392,31,entrepreneur,married,secondary,cellular,1302,yes,no,0,unknown,89,0,0
393,33,management,married,secondary,NA,3132,yes,no,0,unknown,350,0,0
394,34,blue-collar,married,NA,NA,-465,no,no,0,unknown,127,0,0
395,46,entrepreneur,married,primary,cellular,5130,yes,yes,0,unknown,181,0,0
396,31,management,married,tertiary,cellular,2395,no,no,0,unknown,218,0,0
397,56,management,divorced,tertiary,NA,-1968,no,no,0,unknown,60,0,0
398,55,services,married,secondary,cellular,841,yes,no,4,low,140,0,0
399,52,blue-collar,married,primary,cellular,2488,no,no,0,unknown,176,0,0
400,31,blue-collar,married,secondary,cellular,1716,yes,no,2,unknown,542,0,0
401,32,technician,divorced,secondary,NA,-399,yes,no,0,unknown,180,0,0
402,41,retired,single,primary,cellular,2579,no,no,0,unknown,213,0,0
403,35,management,single,tertiary,cellular,362,no,no,0,unknown,256,0,0
404,44,management,married,tertiary,NA,4087,yes,no,0,unknown,457,0,0
405,58,entrepreneur,married,secondary,cellular,496,no,no,0,unknown,132,357.38,0
406,39,admin.,divorced,secondary,cellular,878,yes,no,0,unknown,611,384.03,0
407,30,technician,single,tertiary,cellular,196,no,no,0,unknown,210,0,0
408,31,blue-collar,married,secondary,NA,360,yes,no,0,unknown,395,0,0
409,40,admin.,single,NA,NA,419,yes,no,0,unknown,112,0,0
410,36,technician,married,secondary,cellular,366,no,yes,0,unknown,136,0,0
411,34,management,single,tertiary,cellular,966,yes,no,0,unknown,204,0,0
412,43,management,married,NA,NA,0,yes,no,0,unknown,105,0,0
413,34,blue-collar,married,primary,NA,695,yes,yes,0,unknown,1064,167.02,0
414,59,unemployed,divorced,secondary,cellular,7469,no,no,1,low,287,0,0
415,33,technician,married,secondary,cellular,763,no,no,0,unknown,182,0,0
416,29,management,single,tertiary,cellular,1673,no,no,3,unknown,200,0,0
417,47,blue-collar,married,primary,cellular,-58,yes,no,0,unknown,92,0,0
418,50,management,married,tertiary,NA,2488,yes,no,0,unknown,91,0,0
419,29,management,single,tertiary,cellular,985,yes,no,0,unknown,396,462.2,0
420,32,management,single,tertiary,NA,974,yes,no,0,unknown,228,0,0
421,44,admin.,married,secondary,NA,58544,yes,no,0,unknown,144,0,0
422,31,technician,married,secondary,cellular,367,no,no,0,unknown,79,0,0
423,43,management,divorced,tertiary,cellular,9,yes,no,1,low,89,0,0
424,31,student,single,NA,cellular,640,no,no,0,unknown,92,0,0
425,41,management,married,tertiary,NA,517,yes,no,0,unknown,251,0,0
426,43,self-employed,married,secondary,cellular,5564,no,no,2,low,45,0,0
427,32,blue-collar,single,secondary,cellular,8859,yes,no,0,unknown,252,0,0
428,55,management,divorced,tertiary,cellular,277,no,no,0,unknown,101,0,0
429,44,blue-collar,married,secondary,NA,582,no,yes,0,unknown,211,0,0
430,39,blue-collar,single,primary,NA,1790,yes,no,0,unknown,229,0,0
431,55,admin.,single,secondary,cellular,986,no,yes,0,unknown,12,0,0
432,47,entrepreneur,married,secondary,NA,136,yes,no,0,unknown,132,0,0
433,33,admin.,single,secondary,cellular,1430,yes,no,2,unknown,74,0,0
434,48,housemaid,married,secondary,cellular,0,no,no,0,unknown,330,0,0
435,33,admin.,divorced,secondary,cellular,-18,yes,no,3,low,244,0,0
436,51,blue-collar,married,primary,cellular,6343,yes,no,0,unknown,28,0,0
437,53,technician,divorced,secondary,cellular,1950,no,no,0,unknown,111,0,0
438,33,management,single,tertiary,cellular,2637,no,no,0,unknown,583,812.72,0
439,37,blue-collar,married,secondary,cellular,513,yes,no,3,low,134,0,0
440,51,blue-collar,married,primary,cellular,5131,yes,no,2,low,348,0,0
441,34,technician,single,secondary,cellular,0,no,no,0,unknown,163,0,0
442,41,blue-collar,single,NA,NA,2835,yes,no,0,unknown,53,0,0
443,35,management,married,tertiary,cellular,109,no,yes,0,unknown,257,0,0
444,54,management,married,tertiary,NA,153,no,no,0,unknown,99,0,0
445,47,management,married,secondary,telephone,2010,no,no,0,unknown,222,0,0
446,38,management,single,tertiary,NA,1746,yes,no,0,unknown,139,0,0
447,45,blue-collar,married,primary,NA,194,yes,yes,0,unknown,81,0,0
448,35,technician,married,secondary,cellular,723,no,no,0,unknown,324,0,0
449,32,management,married,tertiary,cellular,943,yes,no,2,unknown,402,0,0
450,32,technician,single,tertiary,cellular,723,no,no,0,unknown,68,0,0
451,41,management,married,tertiary,cellular,2676,no,no,0,unknown,210,0,0
452,32,management,married,tertiary,cellular,1517,no,no,0,unknown,202,0,0
453,31,blue-collar,single,secondary,telephone,397,yes,no,7,low,134,0,0
454,54,management,married,tertiary,cellular,0,no,no,0,unknown,118,0,0
455,30,technician,divorced,secondary,cellular,0,no,no,0,unknown,101,0,0
456,39,blue-collar,single,secondary,NA,4143,yes,yes,0,unknown,21,0,0
457,54,blue-collar,married,secondary,NA,219,yes,no,0,unknown,341,0,0
458,58,services,divorced,secondary,cellular,462,no,no,0,unknown,332,347.59,0
459,30,technician,single,secondary,cellular,700,yes,no,0,unknown,73,0,0
460,54,management,married,tertiary,cellular,1411,no,no,0,unknown,56,0,0
461,32,blue-collar,married,secondary,cellular,150,no,no,0,unknown,210,0,0
462,33,services,single,secondary,cellular,239,yes,no,0,unknown,101,0,0
463,34,blue-collar,married,primary,NA,100,yes,yes,0,unknown,74,0,0
464,59,management,divorced,tertiary,telephone,0,no,no,0,unknown,196,0,0
465,24,management,single,tertiary,cellular,1,no,no,0,unknown,396,274.94,0
466,33,technician,divorced,secondary,cellular,250,yes,yes,0,unknown,277,0,0
467,43,technician,married,tertiary,cellular,4333,yes,no,0,unknown,1490,1139.66,0
468,38,blue-collar,married,secondary,NA,171,yes,no,0,unknown,286,0,0
469,35,blue-collar,single,NA,cellular,2298,no,no,0,unknown,92,0,0
470,43,technician,married,tertiary,cellular,3530,yes,no,0,unknown,470,0,0
471,44,technician,married,primary,cellular,4389,no,no,0,unknown,33,0,0
472,39,blue-collar,married,primary,NA,332,yes,no,0,unknown,277,0,0
473,39,admin.,single,secondary,NA,1242,yes,no,0,unknown,303,0,0
474,36,management,married,tertiary,cellular,61,no,yes,0,unknown,452,0,0
475,55,admin.,married,secondary,cellular,0,no,no,0,unknown,16,0,0
476,55,technician,divorced,tertiary,cellular,1402,no,no,0,unknown,187,0,0
477,26,unemployed,single,tertiary,cellular,3466,no,no,0,unknown,275,235.16,0
478,25,management,single,tertiary,cellular,2506,no,no,0,unknown,485,774.89,0
479,34,technician,single,tertiary,cellular,0,yes,no,0,unknown,158,0,0
480,51,retired,divorced,secondary,cellular,1679,no,no,9,unknown,417,137.11,0
481,40,admin.,married,secondary,cellular,438,yes,no,0,unknown,823,0,0
482,36,unemployed,single,primary,NA,2562,no,no,0,unknown,489,0,0
483,47,technician,divorced,secondary,cellular,236,no,no,0,unknown,263,0,0
484,39,blue-collar,single,primary,NA,2,yes,no,0,unknown,259,0,0
485,40,blue-collar,married,NA,NA,-4,yes,no,0,unknown,311,0,0
486,28,services,married,secondary,cellular,15,yes,no,1,low,182,0,0
487,42,management,married,primary,cellular,5310,yes,no,1,high,545,899.6,0
488,29,management,single,tertiary,cellular,697,no,no,1,high,365,406.28,0
489,33,technician,married,secondary,NA,2099,yes,yes,0,unknown,42,0,0
490,30,technician,married,tertiary,cellular,423,yes,no,0,unknown,230,0,0
491,32,technician,divorced,secondary,NA,210,yes,yes,0,unknown,188,0,0
492,56,admin.,married,secondary,NA,45,no,no,0,unknown,1467,258.6,0
493,41,management,married,primary,cellular,243,yes,no,0,unknown,199,0,0
494,48,management,single,secondary,cellular,290,yes,no,0,unknown,257,0,0
495,33,management,single,tertiary,cellular,0,no,no,0,unknown,59,0,0
496,40,technician,married,secondary,cellular,4298,no,no,0,unknown,221,0,0
497,45,technician,married,secondary,cellular,1240,no,no,0,unknown,269,0,0
498,47,blue-collar,married,secondary,telephone,1230,yes,no,0,unknown,378,421.81,0
499,61,management,single,tertiary,cellular,2,no,no,3,low,131,257.36,0
500,33,management,single,tertiary,cellular,20,no,no,0,unknown,329,0,0
501,21,blue-collar,single,secondary,NA,-273,yes,yes,0,unknown,340,0,0
502,51,technician,single,secondary,cellular,17092,no,no,0,unknown,35,0,0
503,30,services,single,secondary,cellular,311,yes,no,0,unknown,654,0,0
504,31,management,married,tertiary,cellular,1170,no,no,0,unknown,200,0,0
505,27,technician,married,secondary,NA,374,yes,no,0,unknown,188,0,0
506,34,services,married,secondary,cellular,382,yes,yes,7,low,494,0,0
507,43,blue-collar,married,primary,NA,0,yes,no,0,unknown,215,0,0
508,45,management,married,tertiary,cellular,786,no,no,0,unknown,84,450.51,0
509,29,blue-collar,single,secondary,NA,-20,yes,no,0,unknown,814,273.24,0
510,40,services,married,primary,NA,332,yes,no,0,unknown,149,0,0
511,55,technician,married,secondary,NA,1205,yes,no,0,unknown,158,0,0
512,58,retired,married,secondary,telephone,3542,yes,no,0,unknown,345,0,0
513,58,management,married,secondary,cellular,2155,no,yes,5,high,135,375.51,0
514,30,blue-collar,married,secondary,cellular,378,yes,no,0,unknown,566,296.27,0
515,57,admin.,divorced,primary,NA,987,no,no,0,unknown,295,0,0
516,36,admin.,married,secondary,NA,998,yes,no,0,unknown,1044,0,0
517,29,management,single,tertiary,cellular,1445,no,no,2,high,328,568.15,0
518,33,services,married,primary,cellular,0,yes,no,0,unknown,227,0,0
519,47,retired,divorced,secondary,NA,0,no,no,0,unknown,141,0,0
520,41,blue-collar,married,primary,cellular,2007,yes,no,0,unknown,419,0,0
521,24,technician,single,secondary,cellular,135,yes,yes,0,unknown,250,0,0
522,29,technician,married,tertiary,cellular,197,yes,no,0,unknown,103,0,0
523,46,unemployed,divorced,secondary,NA,41,yes,no,0,unknown,249,0,0
524,54,management,married,tertiary,cellular,3795,yes,yes,1,low,227,0,0
525,34,technician,single,secondary,NA,-476,yes,no,0,unknown,92,0,0
526,29,blue-collar,married,secondary,NA,1171,yes,no,0,unknown,565,0,0
527,37,management,single,tertiary,cellular,156,no,no,0,unknown,7,0,0
528,35,blue-collar,married,primary,NA,-1489,yes,yes,0,unknown,177,0,0
529,69,retired,divorced,tertiary,cellular,247,no,no,0,unknown,138,36.54,0
530,37,blue-collar,married,secondary,NA,1736,no,yes,0,unknown,66,0,0
531,26,blue-collar,married,primary,cellular,399,yes,no,0,unknown,1288,0,0
532,50,entrepreneur,married,tertiary,cellular,52,no,no,0,unknown,22,0,0
533,29,admin.,married,tertiary,cellular,238,no,no,1,low,344,320.97,0
534,47,management,married,tertiary,cellular,434,no,no,0,unknown,111,0,0
535,36,management,married,tertiary,cellular,753,no,no,4,low,71,0,0
536,47,blue-collar,married,secondary,NA,8,no,no,0,unknown,64,0,0
537,41,blue-collar,married,primary,NA,348,yes,no,0,unknown,423,0,0
538,37,admin.,divorced,secondary,cellular,496,no,no,3,low,118,0,0
539,52,retired,married,secondary,NA,1282,no,no,0,unknown,148,0,0
540,32,management,single,tertiary,NA,4,yes,no,0,unknown,179,0,0
541,35,technician,married,secondary,cellular,0,no,no,0,unknown,271,0,0
542,34,blue-collar,married,secondary,telephone,3778,yes,no,0,unknown,259,0,0
543,39,blue-collar,single,primary,cellular,561,yes,no,0,unknown,88,0,0
544,43,retired,married,primary,NA,7298,no,no,0,unknown,36,0,0
545,40,blue-collar,married,secondary,cellular,6767,yes,no,2,low,431,0,0
546,58,entrepreneur,married,secondary,NA,2,no,no,0,unknown,684,0,0
547,37,management,single,tertiary,cellular,1572,no,no,0,unknown,90,0,0
548,50,management,married,tertiary,NA,3284,yes,no,0,unknown,51,0,0
549,42,technician,divorced,secondary,cellular,1858,no,no,0,unknown,61,0,0
550,59,admin.,married,secondary,cellular,3735,no,no,6,high,243,738.08,0
551,54,management,married,secondary,cellular,-133,yes,no,2,low,76,0,0
552,36,management,married,tertiary,cellular,6138,yes,yes,0,unknown,358,0,0
553,48,entrepreneur,divorced,tertiary,NA,275,no,yes,0,unknown,34,0,0
554,57,blue-collar,married,secondary,cellular,2887,no,no,0,unknown,819,609.3,0
555,40,blue-collar,married,secondary,cellular,1074,yes,no,0,unknown,90,0,0
556,38,blue-collar,single,primary,NA,1465,yes,no,0,unknown,239,0,0
557,51,management,married,secondary,NA,0,no,no,0,unknown,224,0,0
558,65,retired,married,primary,cellular,3713,no,no,0,unknown,43,0,0
559,34,services,married,secondary,NA,-211,yes,no,0,unknown,16,0,0
560,34,management,married,tertiary,cellular,436,no,yes,0,unknown,118,0,0
561,41,blue-collar,married,primary,NA,191,yes,no,0,unknown,67,0,0
562,32,management,married,tertiary,cellular,927,no,no,0,unknown,282,0,0
563,32,services,married,secondary,cellular,11512,yes,no,1,low,301,0,0
564,45,management,married,tertiary,NA,655,no,no,0,unknown,693,394.8,0
565,55,retired,married,secondary,NA,0,no,yes,0,unknown,136,0,0
566,49,management,married,primary,NA,330,no,no,0,unknown,123,0,0
567,29,technician,single,tertiary,cellular,-229,yes,no,0,unknown,416,0,0
568,52,admin.,married,secondary,cellular,7742,no,no,0,unknown,149,0,0
569,44,technician,married,secondary,cellular,267,no,no,0,unknown,520,314.5,0
570,36,blue-collar,married,secondary,NA,56,no,no,0,unknown,481,0,0
571,51,technician,married,secondary,cellular,58,yes,no,2,low,79,0,0
572,48,management,married,primary,cellular,427,no,no,0,unknown,62,0,0
573,32,services,divorced,secondary,NA,-115,yes,no,0,unknown,134,0,0
574,34,management,married,tertiary,NA,82,no,no,0,unknown,94,0,0
575,41,blue-collar,married,secondary,telephone,232,no,no,0,unknown,104,0,0
576,30,technician,single,secondary,cellular,538,yes,no,0,unknown,148,0,0
577,39,entrepreneur,married,tertiary,NA,1,yes,yes,0,unknown,102,0,0
578,28,housemaid,single,primary,cellular,332,no,no,0,unknown,385,0,0
579,53,management,married,tertiary,cellular,0,no,no,0,unknown,1745,0,0
580,36,services,married,secondary,NA,8114,yes,no,0,unknown,505,0,0
581,40,blue-collar,married,secondary,cellular,498,yes,no,4,low,55,0,0
582,46,entrepreneur,married,secondary,cellular,131,yes,no,0,unknown,69,0,0
583,34,blue-collar,single,primary,cellular,279,yes,no,1,low,208,0,0
584,41,management,married,tertiary,cellular,3769,yes,no,0,unknown,94,0,0
585,45,blue-collar,married,NA,NA,818,yes,no,0,unknown,343,0,0
586,53,admin.,married,primary,NA,228,yes,no,0,unknown,97,0,0
587,26,blue-collar,single,secondary,cellular,4146,no,no,0,unknown,628,0,0
588,26,student,single,NA,cellular,689,no,no,0,unknown,678,69.9,0
589,47,blue-collar,married,primary,NA,205,yes,no,0,unknown,128,0,0
590,55,management,married,tertiary,cellular,6880,no,no,0,unknown,353,0,0
591,56,services,married,secondary,telephone,4763,yes,no,0,unknown,106,0,0
592,33,management,married,secondary,cellular,0,yes,no,0,unknown,407,0,0
593,60,management,married,secondary,telephone,0,no,no,6,low,230,0,0
594,37,blue-collar,married,primary,NA,3154,yes,no,0,unknown,265,0,0
595,33,management,single,tertiary,cellular,7084,no,no,0,unknown,512,1672.84,0
596,30,unemployed,single,secondary,cellular,79,no,yes,1,low,528,0,0
597,23,student,single,secondary,telephone,1021,no,no,0,unknown,79,0,0
598,41,housemaid,married,secondary,cellular,81,yes,no,0,unknown,193,0,0
599,34,technician,single,secondary,cellular,649,no,no,0,unknown,124,0,0
600,46,admin.,married,secondary,NA,1328,yes,no,0,unknown,82,0,0
601,31,services,married,secondary,NA,564,yes,no,0,unknown,223,0,0
602,33,technician,single,secondary,cellular,211,yes,yes,0,unknown,217,0,0
603,33,management,married,tertiary,NA,377,yes,no,0,unknown,217,0,0
604,34,unemployed,divorced,tertiary,NA,75,yes,no,0,unknown,31,0,0
605,46,entrepreneur,married,secondary,cellular,3317,no,no,0,unknown,231,0,0
606,44,services,married,secondary,cellular,332,no,no,0,unknown,171,0,0
607,32,blue-collar,single,primary,cellular,528,yes,no,1,low,219,0,0
608,29,technician,single,tertiary,cellular,2269,yes,no,1,low,53,0,0
609,33,management,married,tertiary,cellular,752,yes,no,0,unknown,104,0,0
610,57,retired,married,primary,NA,3594,no,no,0,unknown,162,0,0
611,58,housemaid,single,tertiary,cellular,145,yes,yes,0,unknown,128,0,0
612,38,entrepreneur,married,secondary,cellular,351,yes,no,3,low,112,0,0
613,25,admin.,single,secondary,cellular,248,yes,no,0,unknown,121,0,0
614,32,management,single,tertiary,NA,1345,yes,no,0,unknown,289,0,0
615,26,blue-collar,married,secondary,NA,800,yes,no,0,unknown,219,0,0
616,60,retired,married,primary,cellular,420,no,no,0,unknown,245,0,0
617,43,management,married,tertiary,cellular,715,no,no,0,unknown,88,0,0
618,38,admin.,married,secondary,cellular,11303,no,no,2,low,473,1641.89,0
619,50,management,divorced,tertiary,cellular,299,no,no,0,unknown,666,0,0
620,38,blue-collar,married,primary,NA,6091,no,no,0,unknown,189,0,0
621,27,blue-collar,single,secondary,NA,45,yes,no,0,unknown,352,0,0
622,31,services,married,secondary,cellular,0,no,yes,0,unknown,208,0,0
623,41,management,divorced,tertiary,cellular,3426,no,no,3,low,102,949.14,0
624,36,admin.,married,secondary,cellular,39,yes,no,0,unknown,194,0,0
625,57,management,married,tertiary,cellular,8141,no,no,0,unknown,37,0,0
626,44,management,married,primary,cellular,5418,yes,yes,0,unknown,58,0,0
627,26,blue-collar,single,primary,cellular,409,yes,no,0,unknown,577,332.48,0
628,58,admin.,divorced,secondary,cellular,8548,yes,no,0,unknown,175,0,0
629,32,services,married,secondary,NA,-124,no,no,0,unknown,116,0,0
630,38,technician,single,tertiary,cellular,6889,yes,no,3,low,194,0,0
631,41,blue-collar,married,primary,NA,389,yes,no,0,unknown,87,0,0
632,48,blue-collar,married,NA,NA,2201,yes,no,0,unknown,364,0,0
633,41,admin.,divorced,secondary,cellular,639,yes,no,0,unknown,88,0,0
634,35,technician,married,secondary,cellular,2779,no,no,2,high,182,606.69,0
635,31,unemployed,single,primary,NA,0,yes,no,0,unknown,24,0,0
636,35,student,divorced,tertiary,cellular,100,no,no,0,unknown,50,0,0
637,44,technician,married,secondary,cellular,533,yes,no,3,low,153,0,0
638,36,technician,single,tertiary,cellular,40,no,no,0,unknown,359,0,0
639,59,management,married,secondary,cellular,42,no,no,0,unknown,40,0,0
640,45,NA,married,primary,telephone,586,yes,no,0,unknown,90,0,0
